dataset_name,type,layer,binarize_value,top_n,width,linear_macro_f1_score
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,50,16k,0.828
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,1,0,16k,0.6561525996779329
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,0,16k,0.6301862769235207
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,1,20,16k,0.9149992349931148
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,0,16k,0.8939893989398939
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,1,50,16k,0.8269984429859869
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,0,16k,0.8229785804082294
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,0,16k,0.9059759298380384
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,1,20,16k,0.6785677957481436
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,1,0,16k,0.915994623655914
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,1,20,16k,0.8908663112312583
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,20,16k,0.811999247996992
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,20,16k,0.6881990376414169
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,1,50,16k,0.9419962877624168
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,1,0,16k,0.8899467342193621
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,50,16k,0.8828874548441052
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,20,16k,0.9439991039856638
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,1,20,16k,0.9449995049955447
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,0,16k,0.9469986749668742
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,50,16k,0.9269911659310776
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,1,50,16k,0.8969949527526849
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,1,20,16k,0.8219886072708653
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,20,16k,0.9089889876675078
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,1,50,16k,0.6509619977220678
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,1,50,16k,0.9189765842328432
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,20,16k,0.9
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,50,16k,0.9409952206128696
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,1,0,16k,0.8229785804082294
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,50,16k,0.6697767690959089
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,1,0,16k,0.9449955446391156
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,0,65k,0.6539230729181023
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,0,65k,0.9359792572793584
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,20,65k,0.6772683997353601
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,19,0,50,65k,0.6885328688541941
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,0,16k,0.9609912230251808
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,20,16k,0.915999663998656
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,0,16k,0.8508912997575233
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,0,16k,0.6758431080643031
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,20,16k,0.9089889876675078
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,0,16k,0.684734862018958
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,20,16k,0.932998324958124
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,20,16k,0.6967085369039647
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,0,16k,0.9029975749393736
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,50,16k,0.6908114793265312
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,0,16k,0.9609934078859328
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,20,16k,0.9549977948919496
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,0,16k,0.918986308686168
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,0,16k,0.8999855979261013
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,20,16k,0.8408840044392363
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,20,16k,0.956
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,20,16k,0.6947432790977212
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,50,16k,0.6938775510204082
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,50,16k,0.922999306993763
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,20,16k,0.8489333796204126
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,50,16k,0.9349994149947348
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,50,16k,0.8569987129884169
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,50,16k,0.941999767999072
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,50,16k,0.9429972068631364
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,50,16k,0.966
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,0,16k,0.9249909239017922
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,50,16k,0.964
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,0,16k,0.837968241775388
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,50,16k,0.858
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,20,16k,0.9269964228247184
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,0,16k,0.9449598757494212
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,0,16k,0.9649971647703464
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,20,16k,0.9729986769351698
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,50,16k,0.8779824294698437
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,0,16k,0.9619902695089944
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,0,16k,0.8619646629537161
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,20,16k,0.875987598759876
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,0,16k,0.87998799879988
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,20,16k,0.8989554393487529
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,50,16k,0.8738864978480633
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,0,16k,0.7008500676600853
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,0,16k,0.8709781953150082
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,50,16k,0.9489815823512288
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,0,16k,0.6749736728675022
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,50,16k,0.9379977679196452
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,20,16k,0.933999735998944
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,50,16k,0.862999862999863
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,50,16k,0.9619902695089944
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,0,16k,0.9439775910364144
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,50,16k,0.8609965249131228
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,0,16k,0.8819981119697915
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,50,16k,0.6737063357021319
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,50,16k,0.9589930698288012
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,20,16k,0.686999686999687
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,20,16k,0.8989829281148514
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,20,16k,0.876
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,20,16k,0.6939216439408489
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,50,16k,0.6748566117657887
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,1,20,16k,0.933999735998944
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,20,0,20,16k,0.9639976958525346
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,20,16k,0.9619993919902718
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,50,16k,0.8489926006374313
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,50,16k,0.9029882615796512
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,20,16k,0.8979853098846233
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,0,16k,0.9349921340482198
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,50,16k,0.940997108858334
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,20,16k,0.9599993599897598
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,20,16k,0.6771953759760272
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,0,16k,0.9079985279764476
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,0,16k,0.6968663180462584
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,50,16k,0.936998424960624
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,50,16k,0.7127239276945144
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,20,16k,0.8356522401401365
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,20,16k,0.944999944999945
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,50,16k,0.952999576996193
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,50,16k,0.8409960249006225
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,20,16k,0.9339830996735164
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,50,16k,0.8969702243948501
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,0,16k,0.9499997999992
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,0,16k,0.9099870381334912
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,0,16k,0.934999934999935
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,0,16k,0.824936802185589
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,50,16k,0.9519982719377896
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,20,16k,0.8399769566817622
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,0,16k,0.6859903381642511
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,0,16k,0.9499981999351976
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,0,16k,0.8229955748893723
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,20,16k,0.9019858859675792
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,20,16k,0.680608731635002
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,50,16k,0.700999700999701
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,50,16k,0.695901472076953
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,0,16k,0.8429923066230245
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,0,16k,0.8659978559656955
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,20,16k,0.8639733387743997
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,20,16k,0.8919844457601894
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,0,16k,0.67991805902311
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,50,16k,0.958
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,20,16k,0.8469986229876069
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,0,16k,0.928998224955624
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,0,16k,0.6579926706915957
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,50,16k,0.849978396889152
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,50,16k,0.8589377915660807
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,20,16k,0.879918825125785
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,20,16k,0.9629916731264534
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,50,16k,0.9559992959887358
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,0,16k,0.956
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,0,16k,0.9319975519118688
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,20,16k,0.6785110152542017
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,50,16k,0.7003932964252612
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,20,16k,0.9419916467971388
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,50,16k,0.938998474961874
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,50,16k,0.8809903602191778
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,20,16k,0.9419916467971388
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,50,16k,0.887912123104514
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,0,16k,0.960999960999961
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,0,16k,0.8639912954429083
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,50,16k,0.9419962877624168
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,0,0,16k,0.8599910394265233
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,20,16k,0.9579939511289626
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,31,1,20,16k,0.7011920232308161
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,0,16k,0.8849971249281232
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,1,20,16k,0.7809980289822609
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,50,16k,0.934998374959374
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,1,0,16k,0.7809507139106299
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,1,50,16k,0.7918368000512401
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,1,0,16k,0.883988398839884
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,20,16k,0.948988522417544
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,1,50,16k,0.933990494631227
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,0,16k,0.8939983039728636
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,1,0,16k,0.9359976959170532
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,50,16k,0.6141476521636295
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,1,0,16k,0.650568729516098
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,0,16k,0.929989918548271
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,20,16k,0.8668550051005546
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,20,16k,0.8929913322979162
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,50,16k,0.866977519200745
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,0,16k,0.7859965759452151
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,1,20,16k,0.948999948999949
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,1,20,16k,0.8939983039728636
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,20,16k,0.64996499649965
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,1,50,16k,0.6225376085704988
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,20,16k,0.7819572636236702
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,50,16k,0.8829802236577982
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,0,16k,0.6323436831104732
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,50,16k,0.7926846733882235
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,1,20,16k,0.6369967329705968
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,1,50,16k,0.8809970249256232
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,1,20,16k,0.8679107076383635
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,1,50,16k,0.8679915514592934
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,1,0,16k,0.8939995759983039
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,50,65k,0.8879959678548428
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,50,65k,0.6579945279124466
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,20,65k,0.8749848731696536
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,0,65k,0.8939932155657963
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,20,65k,0.6344996299934611
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,0,65k,0.9379977679196452
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,0,65k,0.6459490166583988
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,5,0,20,65k,0.9439991039856638
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,0,16k,0.6517645928647766
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,50,16k,0.8219886072708653
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,20,16k,0.9329886750860896
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,50,16k,0.955995599559956
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,20,16k,0.878
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,0,16k,0.8409985689871209
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,50,16k,0.8149687297153219
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,20,16k,0.8279662813911527
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,0,16k,0.846999846999847
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,20,16k,0.9519992319877116
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,20,16k,0.9509889725188168
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,20,16k,0.8799980799692795
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,20,16k,0.6599510329487446
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,20,16k,0.6685940276839129
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,50,16k,0.6727614430920141
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,20,16k,0.8249494103795998
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,0,16k,0.8909868094039379
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,20,16k,0.9269940865210082
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,50,16k,0.926999926999927
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,0,16k,0.887988798879888
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,50,16k,0.9509987749693742
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,0,16k,0.918986308686168
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,0,16k,0.9149958347959052
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,0,16k,0.645540620644355
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,50,16k,0.6556190476190475
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,0,16k,0.9579939511289626
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,0,16k,0.9549898727213624
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,50,16k,0.8819924475166411
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,50,16k,0.9189960308055094
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,50,16k,0.8879928315412187
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,50,16k,0.930988337028958
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,0,16k,0.94999499949995
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,50,16k,0.6640563342428882
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,50,16k,0.9289743597438676
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,20,16k,0.9309750820046035
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,20,16k,0.8929973249331233
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,0,16k,0.8629505251395754
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,20,16k,0.845984598459846
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,0,16k,0.825999303997216
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,50,16k,0.8378904139198098
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,20,16k,0.9549988749718744
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,50,16k,0.9409867220124528
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,50,16k,0.8579312387195402
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,20,16k,0.8869971749293732
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,50,16k,0.9449876222149984
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,0,16k,0.6859799027137736
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,20,16k,0.958999958999959
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,0,16k,0.925999703998816
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,0,16k,0.9499991999871998
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,0,16k,0.6814903846153846
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,20,16k,0.9259952636968768
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,0,16k,0.925992599259926
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,50,16k,0.8389637668475407
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,20,16k,0.6857875924124708
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,0,16k,0.8659463785514205
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,20,16k,0.6739165226297932
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,20,16k,0.8458612751476329
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,50,16k,0.8549928946518379
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,0,50,16k,0.6528996880098348
AIM-Harvard/multilingual_toxicity_dataset,Hidden States,9,1,0,16k,0.8309389689677974
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,12,1,0,16k,0.9499981999351976
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,12,1,0,16k,0.7628005152333113
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,12,1,0,16k,0.97
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,12,1,0,16k,0.9379878456177412
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,12,1,0,16k,0.8859105538742373
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,19,1,0,16k,0.7024999023358265
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,19,1,0,16k,0.942998574964374
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,19,1,0,16k,0.9229869848004312
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,19,1,0,16k,0.8749898741798086
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,19,1,0,16k,0.9589930698288012
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,20,1,0,16k,0.9629990749768744
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,20,1,0,16k,0.7524531690504324
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,20,1,0,16k,0.9339735894357744
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,20,1,0,16k,0.9559786936877448
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,20,1,0,16k,0.9129978249456236
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,20,1,0,16k,0.9679979518689196
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,20,1,0,16k,0.9339786090693384
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,20,1,0,16k,0.7279508200049537
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,20,1,0,16k,0.8929947567430805
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,20,1,0,16k,0.961996199619962
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,31,1,0,16k,0.9309944105472544
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,31,1,0,16k,0.736999736999737
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,31,1,0,16k,0.948999948999949
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,31,1,0,16k,0.8809903602191778
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,31,1,0,16k,0.9579993279892478
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,31,1,0,16k,0.886999886999887
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,31,1,0,16k,0.9079701823390778
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,31,1,0,16k,0.7127950320644556
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,31,1,0,16k,0.961999847999392
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,31,1,0,16k,0.9649991249781243
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,5,1,0,16k,0.8638235152757974
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,5,1,0,16k,0.9319779608593184
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,5,1,0,16k,0.957997311827957
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,5,1,0,16k,0.6947471592796863
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,5,1,0,16k,0.940998524963124
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,9,1,0,16k,0.872844234186879
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,9,1,0,16k,0.92999971999888
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,9,1,0,16k,0.9629836758010284
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,9,1,0,16k,0.7030303030303031
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,9,1,0,16k,0.963999855999424
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,9,1,0,16k,0.9549837491334372
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,9,1,0,16k,0.7029334560802829
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,9,1,0,16k,0.9589996309966792
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,9,1,0,16k,0.9249939245078852
AIM-Harvard/multilingual_toxicity_dataset,SAE Features,9,1,0,16k,0.8744696342045141
AIM-Harvard/reject_prompts,Hidden States,12,0,0,16k,0.9919349593495934
AIM-Harvard/reject_prompts,Hidden States,12,0,50,16k,1.0
AIM-Harvard/reject_prompts,Hidden States,12,0,20,16k,0.9919349593495934
